Cell_ID,BSSID,RSSI,Mean,Std
Cell_12,1c:28:af:65:fe:b0,-91,-89.34246575,0.666604113
Cell_12,d0:4d:c6:f3:03:b0,-51,-53.55263158,2.718010448
Cell_12,d0:4d:c6:f3:03:b1,-51,-54.35714286,2.793030685
Cell_12,d0:4d:c6:f3:03:b2,-51,-54.40178571,2.782149161
Cell_12,1c:28:af:65:fe:b2,-90,-89.33333333,0.666666667
Cell_12,1c:28:af:62:64:42,-86,-86.08333333,1.320248293
Cell_12,d0:4d:c6:f2:43:b0,-79,-81.78723404,2.296492888
Cell_12,d0:4d:c6:f2:43:b1,-80,-81.87755102,2.36585104
Cell_12,d0:4d:c6:f2:43:b2,-80,-82.03669725,2.530281217
Cell_12,1c:28:af:65:ba:50,-89,-86.92105263,1.274890686
Cell_12,1c:28:af:65:ba:52,-89,-87.46666667,1.097471842
Cell_12,d0:4d:c6:f2:fc:81,-85,-86.5,0.897527468
Cell_12,d0:4d:c6:f2:fc:80,-85,-87.16666667,0.957427108
Cell_12,d0:4d:c6:f2:fc:82,-84,-86.5,1.072380529
Cell_12,1c:28:af:65:e6:e2,-84,-85.125,1.690968657
Cell_12,1c:28:af:65:e6:f0,-86,-84.09090909,2.095646806
Cell_12,1c:28:af:65:e6:f1,-87,-84.24761905,1.970162925
Cell_12,1c:28:af:65:e6:f2,-86,-84,2.062654953
Cell_12,28:cd:c4:57:cb:f3,-76,-73.85294118,2.894880738
Cell_12,1c:28:af:65:fd:d1,-78,-77.99115044,1.615716917
Cell_12,1c:28:af:65:fd:d0,-78,-77.7079646,1.583551603
Cell_12,d0:4d:c6:f3:03:a0,-45,-56.51327434,2.186503429
Cell_12,d0:4d:c6:f3:03:a1,-52,-56.97345133,1.902304969
Cell_12,d0:4d:c6:f3:03:a2,-52,-56.89285714,1.933525383
Cell_12,1c:28:af:62:64:50,-90,-89.375,0.80039053
Cell_12,1c:28:af:65:fd:d2,-78,-77.52252252,1.637658441
Cell_12,1c:28:af:65:fd:c2,-82,-78.72340426,2.080324521
Cell_12,1c:28:af:61:e5:d2,-83,-82.71296296,1.440491981
Cell_12,1c:28:af:61:e5:d0,-83,-82.84615385,1.591861699
Cell_12,1c:28:af:61:e5:d1,-84,-82.875,1.452368755
Cell_12,86:cc:a8:b8:5d:ff,-79,-80.5,1.535613268
Cell_12,1c:28:af:61:e5:c0,-67,-74.52272727,1.389712795
Cell_12,1c:28:af:65:fe:b0,-89,-89.34246575,0.666604113
Cell_12,d0:4d:c6:f3:03:b0,-51,-53.55263158,2.718010448
Cell_12,d0:4d:c6:f2:43:b1,-84,-81.87755102,2.36585104
Cell_12,d0:4d:c6:f2:43:b2,-83,-82.03669725,2.530281217
Cell_12,1c:28:af:65:ba:52,-89,-87.46666667,1.097471842
Cell_12,1c:28:af:61:e7:c0,-85,-89.22222222,1.474055462
Cell_12,1c:28:af:65:e6:e2,-83,-85.125,1.690968657
Cell_12,1c:28:af:65:e6:f0,-88,-84.09090909,2.095646806
Cell_12,1c:28:af:65:e6:f1,-87,-84.24761905,1.970162925
Cell_12,1c:28:af:65:e6:f2,-88,-84,2.062654953
Cell_12,28:cd:c4:57:cb:f3,-78,-73.85294118,2.894880738
Cell_12,1c:28:af:65:fd:d1,-82,-77.99115044,1.615716917
Cell_12,1c:28:af:65:fd:d0,-81,-77.7079646,1.583551603
Cell_12,d0:4d:c6:f3:03:a0,-58,-56.51327434,2.186503429
Cell_12,d0:4d:c6:f3:03:a1,-59,-56.97345133,1.902304969
Cell_12,d0:4d:c6:f3:03:a2,-58,-56.89285714,1.933525383
Cell_12,1c:28:af:62:64:50,-89,-89.375,0.80039053
Cell_12,1c:28:af:62:64:52,-89,-89.34666667,1.137169977
Cell_12,1c:28:af:65:fd:d2,-82,-77.52252252,1.637658441
Cell_12,1c:28:af:65:fd:c2,-79,-78.72340426,2.080324521
Cell_12,1c:28:af:61:e5:d2,-83,-82.71296296,1.440491981
Cell_12,1c:28:af:61:e5:d0,-83,-82.84615385,1.591861699
Cell_12,1c:28:af:61:e5:d1,-84,-82.875,1.452368755
Cell_12,86:cc:a8:b8:5d:ff,-81,-80.5,1.535613268
Cell_12,1c:28:af:61:e5:c1,-75,-74.7173913,1.154632324
Cell_12,1c:28:af:61:e5:c2,-75,-74.28301887,1.641184093
Cell_12,d0:4d:c6:f2:fc:92,-90,-89.77777778,0.916245695
Cell_12,1c:28:af:61:e5:c0,-76,-74.52272727,1.389712795
Cell_12,d0:4d:c6:f2:fc:91,-91,-89.85714286,0.832993128
Cell_12,d0:4d:c6:f3:03:b0,-49,-53.55263158,2.718010448
Cell_12,d0:4d:c6:f3:03:b1,-49,-54.35714286,2.793030685
Cell_12,d0:4d:c6:f3:03:b2,-48,-54.40178571,2.782149161
Cell_12,1c:28:af:62:64:40,-87,-86.95238095,0.99886557
Cell_12,1c:28:af:62:64:41,-87,-86.75,0.924211376
Cell_12,1c:28:af:62:64:42,-88,-86.08333333,1.320248293
Cell_12,d0:4d:c6:f2:43:b0,-80,-81.78723404,2.296492888
Cell_12,d0:4d:c6:f2:43:a0,-87,-87.9,0.943398113
Cell_12,d0:4d:c6:f2:43:a1,-88,-87.25,0.829156198
Cell_12,d0:4d:c6:f2:43:a2,-88,-87.64285714,0.894997435
Cell_12,1c:28:af:65:ba:52,-90,-87.46666667,1.097471842
Cell_12,1c:28:af:65:e6:f0,-85,-84.09090909,2.095646806
Cell_12,1c:28:af:65:e6:f1,-85,-84.24761905,1.970162925
Cell_12,1c:28:af:65:e6:f2,-85,-84,2.062654953
Cell_12,28:cd:c4:57:cb:f3,-72,-73.85294118,2.894880738
Cell_12,1c:28:af:65:fd:d1,-80,-77.99115044,1.615716917
Cell_12,1c:28:af:65:fd:d0,-80,-77.7079646,1.583551603
Cell_12,d0:4d:c6:f3:03:a0,-53,-56.51327434,2.186503429
Cell_12,d0:4d:c6:f2:34:f1,-91,-90.0754717,0.696326116
Cell_12,d0:4d:c6:f3:03:a1,-53,-56.97345133,1.902304969
Cell_12,d0:4d:c6:f3:03:a2,-53,-56.89285714,1.933525383
Cell_12,d0:4d:c6:f2:34:f2,-90,-90.06779661,0.709843783
Cell_12,1c:28:af:62:64:50,-90,-89.375,0.80039053
Cell_12,1c:28:af:65:fe:a2,-90,-87.8,1.4
Cell_12,1c:28:af:65:fe:a1,-90,-87.81818182,1.028518954
Cell_12,1c:28:af:65:fd:d2,-80,-77.52252252,1.637658441
Cell_12,1c:28:af:65:fe:a0,-90,-88.54545455,1.233150906
Cell_12,1c:28:af:65:fd:c0,-81,-78.54166667,2.14046659
Cell_12,1c:28:af:65:fd:c2,-80,-78.72340426,2.080324521
Cell_12,1c:28:af:65:fd:c1,-80,-78.3030303,2.222268135
Cell_12,1c:28:af:61:e5:d2,-83,-82.71296296,1.440491981
Cell_12,1c:28:af:61:e5:d0,-83,-82.84615385,1.591861699
Cell_12,1c:28:af:61:e5:d1,-83,-82.875,1.452368755
Cell_12,86:cc:a8:b8:5d:ff,-78,-80.5,1.535613268
Cell_12,1c:28:af:61:e5:c1,-74,-74.7173913,1.154632324
Cell_12,1c:28:af:61:e5:c2,-72,-74.28301887,1.641184093
Cell_12,1c:28:af:61:e5:c0,-74,-74.52272727,1.389712795
Cell_12,1c:28:af:65:fe:b0,-91,-89.34246575,0.666604113
Cell_12,d0:4d:c6:f3:03:b0,-52,-53.55263158,2.718010448
Cell_12,d0:4d:c6:f3:03:b1,-59,-54.35714286,2.793030685
Cell_12,d0:4d:c6:f3:03:b2,-59,-54.40178571,2.782149161
Cell_12,1c:28:af:65:fe:b1,-90,-89.54929577,0.551278473
Cell_12,d0:4d:c6:f2:43:b0,-83,-81.78723404,2.296492888
Cell_12,d0:4d:c6:f2:43:b1,-82,-81.87755102,2.36585104
Cell_12,d0:4d:c6:f2:43:b2,-82,-82.03669725,2.530281217
Cell_12,d0:4d:c6:f2:43:a2,-84,-87.64285714,0.894997435
Cell_12,1c:28:af:65:ba:52,-87,-87.46666667,1.097471842
Cell_12,1c:28:af:65:e6:e1,-84,-84.89473684,1.518126853
Cell_12,1c:28:af:65:e6:f0,-85,-84.09090909,2.095646806
Cell_12,1c:28:af:65:e6:f1,-86,-84.24761905,1.970162925
Cell_12,1c:28:af:65:e6:f2,-86,-84,2.062654953
Cell_12,28:cd:c4:57:cb:f3,-73,-73.85294118,2.894880738
Cell_12,d0:4d:c6:f3:03:a0,-49,-56.51327434,2.186503429
Cell_12,d0:4d:c6:f2:34:f1,-91,-90.0754717,0.696326116
Cell_12,d0:4d:c6:f3:03:a1,-49,-56.97345133,1.902304969
Cell_12,d0:4d:c6:f3:03:a2,-49,-56.89285714,1.933525383
Cell_12,d0:4d:c6:f2:34:f2,-91,-90.06779661,0.709843783
Cell_12,1c:28:af:62:64:50,-83,-89.375,0.80039053
Cell_12,1c:28:af:62:64:51,-84,-89.49275362,1.016147718
Cell_12,1c:28:af:62:64:52,-83,-89.34666667,1.137169977
Cell_12,1c:28:af:65:fd:c0,-77,-78.54166667,2.14046659
Cell_12,1c:28:af:65:fd:c2,-77,-78.72340426,2.080324521
Cell_12,1c:28:af:65:fd:c1,-76,-78.3030303,2.222268135
Cell_12,1c:28:af:61:e5:d2,-80,-82.71296296,1.440491981
Cell_12,1c:28:af:61:e5:d0,-80,-82.84615385,1.591861699
Cell_12,1c:28:af:61:e5:d1,-80,-82.875,1.452368755
Cell_12,86:cc:a8:b8:5d:ff,-80,-80.5,1.535613268
Cell_12,1c:28:af:61:e5:c1,-73,-74.7173913,1.154632324
Cell_12,1c:28:af:61:e5:c2,-73,-74.28301887,1.641184093
Cell_12,1c:28:af:61:e5:c0,-73,-74.52272727,1.389712795
Cell_12,1c:28:af:65:fe:b0,-89,-89.34246575,0.666604113
Cell_12,d0:4d:c6:f3:03:b0,-50,-53.55263158,2.718010448
Cell_12,d0:4d:c6:f3:03:b1,-50,-54.35714286,2.793030685
Cell_12,d0:4d:c6:f3:03:b2,-50,-54.40178571,2.782149161
Cell_12,1c:28:af:65:fe:b2,-89,-89.33333333,0.666666667
Cell_12,1c:28:af:65:fe:b1,-89,-89.54929577,0.551278473
Cell_12,d0:4d:c6:f2:43:b0,-82,-81.78723404,2.296492888
Cell_12,d0:4d:c6:f2:43:b1,-82,-81.87755102,2.36585104
Cell_12,d0:4d:c6:f2:43:b2,-81,-82.03669725,2.530281217
Cell_12,1c:28:af:65:ba:52,-89,-87.46666667,1.097471842
Cell_12,1c:28:af:65:e6:f0,-85,-84.09090909,2.095646806
Cell_12,1c:28:af:65:e6:f1,-85,-84.24761905,1.970162925
Cell_12,1c:28:af:65:e6:f2,-85,-84,2.062654953
Cell_12,28:cd:c4:57:cb:f3,-75,-73.85294118,2.894880738
Cell_12,1c:28:af:65:fd:d1,-79,-77.99115044,1.615716917
Cell_12,1c:28:af:65:fd:d0,-79,-77.7079646,1.583551603
Cell_12,d0:4d:c6:f3:03:a0,-52,-56.51327434,2.186503429
Cell_12,d0:4d:c6:f2:34:f1,-87,-90.0754717,0.696326116
Cell_12,d0:4d:c6:f3:03:a1,-53,-56.97345133,1.902304969
Cell_12,d0:4d:c6:f3:03:a2,-53,-56.89285714,1.933525383
Cell_12,d0:4d:c6:f2:34:f2,-87,-90.06779661,0.709843783
Cell_12,1c:28:af:62:64:50,-90,-89.375,0.80039053
Cell_12,1c:28:af:62:64:51,-90,-89.49275362,1.016147718
Cell_12,1c:28:af:65:fe:a2,-85,-87.8,1.4
Cell_12,1c:28:af:65:fe:a1,-88,-87.81818182,1.028518954
Cell_12,1c:28:af:62:64:52,-92,-89.34666667,1.137169977
Cell_12,1c:28:af:65:fd:d2,-79,-77.52252252,1.637658441
Cell_12,1c:28:af:65:fd:c0,-78,-78.54166667,2.14046659
Cell_12,1c:28:af:65:fd:c2,-78,-78.72340426,2.080324521
Cell_12,1c:28:af:61:e5:d2,-80,-82.71296296,1.440491981
Cell_12,1c:28:af:61:e5:d0,-80,-82.84615385,1.591861699
Cell_12,1c:28:af:61:e5:d1,-80,-82.875,1.452368755
Cell_12,86:cc:a8:b8:5d:ff,-81,-80.5,1.535613268
Cell_12,d0:4d:c6:f2:fc:92,-91,-89.77777778,0.916245695
Cell_12,1c:28:af:65:fe:b0,-88,-89.34246575,0.666604113
Cell_12,d0:4d:c6:f3:03:b0,-50,-53.55263158,2.718010448
Cell_12,d0:4d:c6:f3:03:b1,-56,-54.35714286,2.793030685
Cell_12,d0:4d:c6:f3:03:b2,-57,-54.40178571,2.782149161
Cell_12,1c:28:af:62:64:41,-86,-86.75,0.924211376
Cell_12,1c:28:af:65:fe:b2,-87,-89.33333333,0.666666667
Cell_12,1c:28:af:65:fe:b1,-87,-89.54929577,0.551278473
Cell_12,d0:4d:c6:f2:43:b0,-81,-81.78723404,2.296492888
Cell_12,d0:4d:c6:f2:43:b1,-82,-81.87755102,2.36585104
Cell_12,d0:4d:c6:f2:43:b2,-81,-82.03669725,2.530281217
Cell_12,1c:28:af:65:ba:52,-86,-87.46666667,1.097471842
Cell_12,1c:28:af:65:e6:e2,-78,-85.125,1.690968657
Cell_12,1c:28:af:65:e6:e0,-77,-84.55,1.856744463
Cell_12,1c:28:af:65:e6:f0,-82,-84.09090909,2.095646806
Cell_12,1c:28:af:65:e6:f1,-82,-84.24761905,1.970162925
Cell_12,1c:28:af:65:e6:f2,-82,-84,2.062654953
Cell_12,28:cd:c4:57:cb:f3,-72,-73.85294118,2.894880738
Cell_12,1c:28:af:65:fd:d1,-78,-77.99115044,1.615716917
Cell_12,1c:28:af:65:fd:d0,-77,-77.7079646,1.583551603
Cell_12,d0:4d:c6:f3:03:a0,-58,-56.51327434,2.186503429
Cell_12,d0:4d:c6:f3:03:a1,-58,-56.97345133,1.902304969
Cell_12,d0:4d:c6:f3:03:a2,-58,-56.89285714,1.933525383
Cell_12,1c:28:af:62:64:52,-86,-89.34666667,1.137169977
Cell_12,1c:28:af:65:fd:d2,-78,-77.52252252,1.637658441
Cell_12,1c:28:af:65:fd:c2,-76,-78.72340426,2.080324521
Cell_12,1c:28:af:61:e5:d2,-76,-82.71296296,1.440491981
Cell_12,1c:28:af:61:e5:d0,-76,-82.84615385,1.591861699
Cell_12,1c:28:af:61:e5:d1,-77,-82.875,1.452368755
Cell_12,86:cc:a8:b8:5d:ff,-81,-80.5,1.535613268
Cell_12,1c:28:af:61:e5:c2,-74,-74.28301887,1.641184093
Cell_12,1c:28:af:61:e5:c0,-74,-74.52272727,1.389712795
Cell_12,1c:28:af:65:fe:b0,-87,-89.34246575,0.666604113
Cell_12,d0:4d:c6:f3:03:b0,-53,-53.55263158,2.718010448
Cell_12,d0:4d:c6:f3:03:b1,-56,-54.35714286,2.793030685
Cell_12,d0:4d:c6:f3:03:b2,-56,-54.40178571,2.782149161
Cell_12,1c:28:af:65:fe:b2,-88,-89.33333333,0.666666667
Cell_12,1c:28:af:65:fe:b1,-89,-89.54929577,0.551278473
Cell_12,d0:4d:c6:f2:43:b1,-80,-81.87755102,2.36585104
Cell_12,d0:4d:c6:f2:43:b2,-80,-82.03669725,2.530281217
Cell_12,d0:4d:c6:f2:43:a0,-87,-87.9,0.943398113
Cell_12,1c:28:af:65:ba:50,-90,-86.92105263,1.274890686
Cell_12,d0:4d:c6:f2:43:a1,-87,-87.25,0.829156198
Cell_12,d0:4d:c6:f2:43:a2,-87,-87.64285714,0.894997435
Cell_12,1c:28:af:61:e7:c0,-89,-89.22222222,1.474055462
Cell_12,1c:28:af:65:e6:e2,-83,-85.125,1.690968657
Cell_12,1c:28:af:65:e6:f0,-83,-84.09090909,2.095646806
Cell_12,1c:28:af:65:e6:f1,-83,-84.24761905,1.970162925
Cell_12,1c:28:af:65:e6:f2,-83,-84,2.062654953
Cell_12,28:cd:c4:57:cb:f3,-80,-73.85294118,2.894880738
Cell_12,1c:28:af:65:fd:d1,-80,-77.99115044,1.615716917
Cell_12,1c:28:af:65:fd:d0,-80,-77.7079646,1.583551603
Cell_12,d0:4d:c6:f3:03:a0,-51,-56.51327434,2.186503429
Cell_12,d0:4d:c6:f3:03:a1,-51,-56.97345133,1.902304969
Cell_12,d0:4d:c6:f3:03:a2,-51,-56.89285714,1.933525383
Cell_12,1c:28:af:62:64:51,-91,-89.49275362,1.016147718
Cell_12,1c:28:af:62:64:52,-90,-89.34666667,1.137169977
Cell_12,1c:28:af:65:fd:d2,-80,-77.52252252,1.637658441
Cell_12,d0:4d:c6:f2:34:e0,-90,-89.33333333,0.666666667
Cell_12,d0:4d:c6:f2:34:e2,-89,-89.18181818,0.833195581
Cell_12,d0:4d:c6:f2:34:e1,-90,-89.25,0.661437828
Cell_12,1c:28:af:65:fd:c2,-82,-78.72340426,2.080324521
Cell_12,86:cc:a8:b8:5d:ff,-79,-80.5,1.535613268
Cell_12,1c:28:af:61:e5:c0,-66,-74.52272727,1.389712795
Cell_12,1c:28:af:65:fe:b0,-88,-89.34246575,0.666604113
Cell_12,d0:4d:c6:f3:03:b0,-55,-53.55263158,2.718010448
Cell_12,d0:4d:c6:f3:03:b1,-58,-54.35714286,2.793030685
Cell_12,d0:4d:c6:f3:03:b2,-58,-54.40178571,2.782149161
Cell_12,1c:28:af:65:fe:b2,-89,-89.33333333,0.666666667
Cell_12,1c:28:af:65:fe:b1,-89,-89.54929577,0.551278473
Cell_12,1c:28:af:62:64:42,-90,-86.08333333,1.320248293
Cell_12,d0:4d:c6:f2:43:b0,-85,-81.78723404,2.296492888
Cell_12,d0:4d:c6:f2:43:b1,-85,-81.87755102,2.36585104
Cell_12,d0:4d:c6:f2:43:b2,-85,-82.03669725,2.530281217
Cell_12,1c:28:af:65:ba:52,-92,-87.46666667,1.097471842
Cell_12,d0:4d:c6:f2:fc:81,-88,-86.5,0.897527468
Cell_12,1c:28:af:65:e6:e2,-80,-85.125,1.690968657
Cell_12,1c:28:af:65:e6:e0,-80,-84.55,1.856744463
Cell_12,1c:28:af:65:e6:f0,-86,-84.09090909,2.095646806
Cell_12,1c:28:af:65:e6:f1,-85,-84.24761905,1.970162925
Cell_12,1c:28:af:65:e6:f2,-85,-84,2.062654953
Cell_12,28:cd:c4:57:cb:f3,-67,-73.85294118,2.894880738
Cell_12,1c:28:af:65:fd:d1,-78,-77.99115044,1.615716917
Cell_12,1c:28:af:65:fd:d0,-78,-77.7079646,1.583551603
Cell_12,d0:4d:c6:f3:03:a0,-53,-56.51327434,2.186503429
Cell_12,d0:4d:c6:f3:03:a1,-58,-56.97345133,1.902304969
Cell_12,d0:4d:c6:f3:03:a2,-58,-56.89285714,1.933525383
Cell_12,1c:28:af:62:64:50,-92,-89.375,0.80039053
Cell_12,1c:28:af:62:64:51,-92,-89.49275362,1.016147718
Cell_12,1c:28:af:65:fe:a2,-89,-87.8,1.4
Cell_12,1c:28:af:65:fe:a1,-89,-87.81818182,1.028518954
Cell_12,1c:28:af:62:64:52,-92,-89.34666667,1.137169977
Cell_12,1c:28:af:65:fd:d2,-78,-77.52252252,1.637658441
Cell_12,1c:28:af:65:fe:a0,-89,-88.54545455,1.233150906
Cell_12,1c:28:af:65:fd:c0,-76,-78.54166667,2.14046659
Cell_12,d0:4d:c6:f2:34:e0,-89,-89.33333333,0.666666667
Cell_12,d0:4d:c6:f2:34:e2,-89,-89.18181818,0.833195581
Cell_12,d0:4d:c6:f2:34:e1,-88,-89.25,0.661437828
Cell_12,1c:28:af:65:fd:c2,-76,-78.72340426,2.080324521
Cell_12,1c:28:af:65:fd:c1,-76,-78.3030303,2.222268135
Cell_12,1c:28:af:61:e5:d2,-84,-82.71296296,1.440491981
Cell_12,1c:28:af:61:e5:d0,-84,-82.84615385,1.591861699
Cell_12,1c:28:af:61:e5:d1,-84,-82.875,1.452368755
Cell_12,86:cc:a8:b8:5d:ff,-74,-80.5,1.535613268
Cell_12,d0:4d:c6:f3:03:b0,-57,-53.55263158,2.718010448
Cell_12,d0:4d:c6:f3:03:b1,-61,-54.35714286,2.793030685
Cell_12,d0:4d:c6:f3:03:b2,-61,-54.40178571,2.782149161
Cell_12,d0:4d:c6:f2:43:b0,-90,-81.78723404,2.296492888
Cell_12,d0:4d:c6:f2:43:b1,-90,-81.87755102,2.36585104
Cell_12,d0:4d:c6:f2:43:b2,-90,-82.03669725,2.530281217
Cell_12,1c:28:af:65:ba:50,-85,-86.92105263,1.274890686
Cell_12,1c:28:af:65:ba:52,-85,-87.46666667,1.097471842
Cell_12,1c:28:af:65:e6:f0,-82,-84.09090909,2.095646806
Cell_12,1c:28:af:65:e6:f1,-83,-84.24761905,1.970162925
Cell_12,1c:28:af:65:e6:f2,-83,-84,2.062654953
Cell_12,28:cd:c4:57:cb:f3,-74,-73.85294118,2.894880738
Cell_12,1c:28:af:65:fd:d1,-76,-77.99115044,1.615716917
Cell_12,1c:28:af:65:fd:d0,-75,-77.7079646,1.583551603
Cell_12,d0:4d:c6:f3:03:a0,-50,-56.51327434,2.186503429
Cell_12,d0:4d:c6:f2:34:f1,-89,-90.0754717,0.696326116
Cell_12,d0:4d:c6:f3:03:a1,-50,-56.97345133,1.902304969
Cell_12,d0:4d:c6:f2:34:f0,-89,-89.83636364,0.73270697
Cell_12,d0:4d:c6:f3:03:a2,-50,-56.89285714,1.933525383
Cell_12,d0:4d:c6:f2:34:f2,-90,-90.06779661,0.709843783
Cell_12,1c:28:af:62:64:50,-85,-89.375,0.80039053
Cell_12,1c:28:af:65:fe:a2,-88,-87.8,1.4
Cell_12,1c:28:af:62:64:52,-85,-89.34666667,1.137169977
Cell_12,1c:28:af:65:fe:a1,-87,-87.81818182,1.028518954
Cell_12,1c:28:af:65:fd:d2,-76,-77.52252252,1.637658441
Cell_12,1c:28:af:65:fe:a0,-88,-88.54545455,1.233150906
Cell_12,1c:28:af:61:df:01,-90,-90,0.001
Cell_12,1c:28:af:65:fd:c2,-80,-78.72340426,2.080324521
Cell_12,1c:28:af:61:e5:d2,-78,-82.71296296,1.440491981
Cell_12,1c:28:af:61:e5:d0,-77,-82.84615385,1.591861699
Cell_12,1c:28:af:61:e5:d1,-78,-82.875,1.452368755
Cell_12,86:cc:a8:b8:5d:ff,-79,-80.5,1.535613268
Cell_12,1c:28:af:65:fe:b0,-86,-89.34246575,0.666604113
Cell_12,d0:4d:c6:f3:03:b0,-49,-53.55263158,2.718010448
Cell_12,d0:4d:c6:f3:03:b1,-49,-54.35714286,2.793030685
Cell_12,d0:4d:c6:f3:03:b2,-49,-54.40178571,2.782149161
Cell_12,1c:28:af:65:fe:b2,-86,-89.33333333,0.666666667
Cell_12,1c:28:af:65:fe:b1,-86,-89.54929577,0.551278473
Cell_12,d0:4d:c6:f2:43:b0,-82,-81.78723404,2.296492888
Cell_12,d0:4d:c6:f2:43:b1,-82,-81.87755102,2.36585104
Cell_12,d0:4d:c6:f2:43:b2,-83,-82.03669725,2.530281217
Cell_12,1c:28:af:65:e6:e2,-78,-85.125,1.690968657
Cell_12,1c:28:af:65:e6:e0,-78,-84.55,1.856744463
Cell_12,1c:28:af:65:e6:e1,-78,-84.89473684,1.518126853
Cell_12,1c:28:af:65:e6:f0,-87,-84.09090909,2.095646806
Cell_12,1c:28:af:65:e6:f1,-87,-84.24761905,1.970162925
Cell_12,1c:28:af:65:e6:f2,-87,-84,2.062654953
Cell_12,28:cd:c4:57:cb:f3,-72,-73.85294118,2.894880738
Cell_12,1c:28:af:65:fd:d1,-85,-77.99115044,1.615716917
Cell_12,1c:28:af:65:fd:d0,-85,-77.7079646,1.583551603
Cell_12,d0:4d:c6:f3:03:a0,-55,-56.51327434,2.186503429
Cell_12,d0:4d:c6:f3:03:a1,-55,-56.97345133,1.902304969
Cell_12,d0:4d:c6:f2:34:f0,-89,-89.83636364,0.73270697
Cell_12,d0:4d:c6:f3:03:a2,-55,-56.89285714,1.933525383
Cell_12,1c:28:af:62:64:51,-92,-89.49275362,1.016147718
Cell_12,1c:28:af:62:64:52,-92,-89.34666667,1.137169977
Cell_12,1c:28:af:65:fd:d2,-85,-77.52252252,1.637658441
Cell_12,d0:4d:c6:f2:34:e2,-88,-89.18181818,0.833195581
Cell_12,1c:28:af:65:fd:c2,-80,-78.72340426,2.080324521
Cell_12,1c:28:af:65:fd:c1,-80,-78.3030303,2.222268135
Cell_12,1c:28:af:61:e5:d2,-84,-82.71296296,1.440491981
Cell_12,1c:28:af:61:e5:d0,-85,-82.84615385,1.591861699
Cell_12,86:cc:a8:b8:5d:ff,-79,-80.5,1.535613268
Cell_12,d0:4d:c6:f3:03:b0,-59,-53.55263158,2.718010448
Cell_12,d0:4d:c6:f3:03:b1,-59,-54.35714286,2.793030685
Cell_12,d0:4d:c6:f3:03:b2,-59,-54.40178571,2.782149161
Cell_12,d0:4d:c6:f2:43:b0,-84,-81.78723404,2.296492888
Cell_12,d0:4d:c6:f2:43:b1,-85,-81.87755102,2.36585104
Cell_12,d0:4d:c6:f2:43:b2,-86,-82.03669725,2.530281217
Cell_12,1c:28:af:65:ba:50,-84,-86.92105263,1.274890686
Cell_12,1c:28:af:65:ba:52,-85,-87.46666667,1.097471842
Cell_12,1c:28:af:65:e6:f0,-83,-84.09090909,2.095646806
Cell_12,1c:28:af:65:e6:f1,-83,-84.24761905,1.970162925
Cell_12,1c:28:af:65:e6:f2,-82,-84,2.062654953
Cell_12,28:cd:c4:57:cb:f3,-70,-73.85294118,2.894880738
Cell_12,1c:28:af:65:fd:d1,-83,-77.99115044,1.615716917
Cell_12,1c:28:af:65:fd:d0,-83,-77.7079646,1.583551603
Cell_12,d0:4d:c6:f3:03:a0,-44,-56.51327434,2.186503429
Cell_12,d0:4d:c6:f2:34:f1,-87,-90.0754717,0.696326116
Cell_12,d0:4d:c6:f3:03:a1,-48,-56.97345133,1.902304969
Cell_12,d0:4d:c6:f2:34:f0,-87,-89.83636364,0.73270697
Cell_12,d0:4d:c6:f3:03:a2,-48,-56.89285714,1.933525383
Cell_12,d0:4d:c6:f2:34:f2,-87,-90.06779661,0.709843783
Cell_12,1c:28:af:61:e5:d2,-81,-82.71296296,1.440491981
Cell_12,1c:28:af:61:e5:d0,-82,-82.84615385,1.591861699
Cell_12,1c:28:af:61:e5:d1,-81,-82.875,1.452368755
Cell_12,86:cc:a8:b8:5d:ff,-78,-80.5,1.535613268
Cell_12,1c:28:af:65:fe:b0,-88,-89.34246575,0.666604113
Cell_12,d0:4d:c6:f3:03:b0,-54,-53.55263158,2.718010448
Cell_12,d0:4d:c6:f3:03:b1,-55,-54.35714286,2.793030685
Cell_12,d0:4d:c6:f3:03:b2,-55,-54.40178571,2.782149161
Cell_12,1c:28:af:62:64:40,-82,-86.95238095,0.99886557
Cell_12,1c:28:af:62:64:41,-82,-86.75,0.924211376
Cell_12,1c:28:af:65:fe:b2,-88,-89.33333333,0.666666667
Cell_12,1c:28:af:62:64:42,-82,-86.08333333,1.320248293
Cell_12,1c:28:af:65:fe:b1,-89,-89.54929577,0.551278473
Cell_12,d0:4d:c6:f2:43:b2,-83,-82.03669725,2.530281217
Cell_12,1c:28:af:65:e6:f1,-90,-84.24761905,1.970162925
Cell_12,1c:28:af:65:e6:f2,-89,-84,2.062654953
Cell_12,28:cd:c4:57:cb:f3,-73,-73.85294118,2.894880738
Cell_12,1c:28:af:65:fd:d1,-83,-77.99115044,1.615716917
Cell_12,1c:28:af:65:fd:d0,-83,-77.7079646,1.583551603
Cell_12,d0:4d:c6:f3:03:a0,-61,-56.51327434,2.186503429
Cell_12,d0:4d:c6:f3:03:a1,-61,-56.97345133,1.902304969
Cell_12,d0:4d:c6:f3:03:a2,-61,-56.89285714,1.933525383
Cell_12,1c:28:af:62:64:52,-92,-89.34666667,1.137169977
Cell_12,1c:28:af:65:fd:d2,-83,-77.52252252,1.637658441
Cell_12,1c:28:af:61:e5:d2,-89,-82.71296296,1.440491981
